"Admitidos.Desligados";"Competência.Movimentação";"Município";"Ano.Movimentação";"CBO.94.Ocupação";"CBO.2002.Ocupação";"CNAE.1.0.Classe";"Faixa.Empr.Início.Jan";"Grau.Instrução";"Qtd.Hora.Contrat";"IBGE.Subsetor";"Idade";"Ind.Aprendiz";"Salário.Mensal";"Saldo.Mov";"Sexo";"Tempo.Emprego";"Tipo.Estab";"Tipo.Mov.Desagregado";"UF";"Competência.Declarada";"Bairros.SP";"Bairros.Fortaleza";"Bairros.RJ";"Distritos.SP";"Regiões.Adm.DF";"Mesorregião";"Microrregião";"Região.Adm.RJ";"Região.Adm.SP";"Região.Corede";"Região.Corede.04";"Região.Gov.SP";"Região.Senac.PR";"Região.Senai.PR";"Região.Senai.SP";"Sub.Região.Senai.PR";"Região.Metro.MTE";"CNAE.2.0.Subclas";"Raça.Cor";"Ind.Portador.Defic";"Tipo.Defic";"Ind.Trab.Parcial";"Ind.Trab.Intermitente"
1;201007;351518;2010;"19245";251110;73202;3;9;44;21;28;0;5,1;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201008;351518;2010;"19245";251110;73202;3;9;44;21;51;0;12,5;-1;1;10;1;43;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201008;351518;2010;"19245";251110;73202;3;9;44;21;23;0;5,1;-1;1;8;1;43;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201008;351518;2010;"19245";251110;73202;3;9;44;21;28;0;5,1;-1;1;8;1;43;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201009;351518;2010;"19245";251110;73202;3;9;44;21;51;0;20;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201009;351518;2010;"19245";251110;73202;3;9;44;21;30;0;16;-1;1;8;1;4;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201009;351518;2010;"19245";251110;73202;3;9;44;21;22;0;12,5;1;2;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201010;351518;2010;"19245";251110;73202;3;9;44;21;32;0;12,5;1;2;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201010;351518;2010;"19245";251110;73202;3;9;44;21;32;0;12,5;-1;2;13;1;4;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201010;351518;2010;"19245";251110;73202;3;9;44;21;22;0;12,5;-1;2;7;1;43;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201010;351518;2010;"19245";251110;73202;3;9;44;21;32;0;16;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201011;351518;2010;"19245";251110;73202;3;9;44;21;30;0;20;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201012;351518;2010;"19245";251110;73202;3;9;44;21;51;0;20;-1;1;6;1;4;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201012;351518;2010;"19245";251110;73202;3;9;44;21;31;0;36;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201012;351518;2010;"19245";251110;73202;3;9;44;21;22;0;7,5;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
2;201012;351518;2010;"19245";251110;73202;3;9;44;21;32;0;12,5;-1;2;5;1;43;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201012;351518;2010;"19245";251110;73202;3;9;44;21;28;0;7,5;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201101;351518;2011;"19245";251110;73202;3;9;44;21;40;0;7,5;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
2;201101;351518;2011;"19245";251110;73202;3;9;44;21;32;0;16;-1;1;10;1;4;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201101;351518;2011;"19245";251110;73202;3;9;44;21;22;0;7,5;-1;1;3;1;43;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201101;351518;2011;"19245";251110;73202;3;9;44;21;25;0;5,45;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201101;351518;2011;"19245";251110;73202;3;9;44;21;23;0;7,5;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
2;201102;351518;2011;"19245";251110;73202;3;9;44;21;30;0;20;-1;1;5;1;4;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201102;351518;2011;"19245";251110;73202;3;9;44;21;26;0;12,5;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201102;351518;2011;"19245";251110;73202;3;9;44;21;25;0;15;1;1;0;1;1;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201102;351518;2011;"19245";251110;73202;3;9;44;21;22;0;5,6;1;1;0;1;2;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
2;201102;351518;2011;"19245";251110;73202;3;9;44;21;23;0;7,5;-1;1;2;1;43;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
2;201102;351518;2011;"19245";251110;73202;3;9;44;21;28;0;7,5;-1;1;3;1;43;35;201103;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201101;313110;2011;"19245";251110;45128;1;9;44;15;30;0;45;1;1;0;1;2;31;201104;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3106;31025;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";4312600;2;0;0;NA;NA
1;201101;313110;2011;"19245";251110;45128;1;9;44;15;24;0;45;1;2;0;1;1;31;201104;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3106;31025;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";4312600;2;0;0;NA;NA
2;201104;520870;2011;"19245";251110;74993;3;9;44;19;26;0;20,14;-1;1;16;1;4;52;201105;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";5203;52010;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";8211300;2;0;0;NA;NA
1;201103;351518;2011;"19245";251110;73202;3;9;44;21;25;0;20;1;2;0;1;25;35;201106;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201103;351518;2011;"19245";251110;73202;3;9;44;21;22;0;7,5;1;2;0;1;25;35;201106;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201104;351518;2011;"19245";251110;73202;3;9;44;21;48;0;25;1;1;0;1;25;35;201106;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201104;351518;2011;"19245";251110;73202;3;9;44;21;38;0;25;1;1;0;1;25;35;201106;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201105;292740;2011;"19245";251110;74160;4;9;40;19;38;0;15;1;1;0;1;2;29;201106;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2905;29021;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 4";8550302;8;0;0;NA;NA
1;201105;351518;2011;"19245";251110;73202;3;9;44;21;24;0;7,5;1;2;0;1;25;35;201106;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201105;351518;2011;"19245";251110;73202;3;9;44;21;27;0;7,5;1;2;0;1;25;35;201106;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201104;431490;2011;"19245";251110;74209;1;9;44;19;28;0;11;-1;1;18;1;4;43;201107;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4305;43026;"{ñ c";999;"  11";12;999;99;"{ñ c";999;99;" 9";7119702;9;0;0;NA;NA
2;201101;330455;2011;"19245";251110;45217;5;9;44;15;28;0;10;-1;1;13;3;4;33;201109;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";4120400;4;0;0;NA;NA
1;201108;351518;2011;"19245";251110;73202;3;9;44;21;26;0;16;1;1;0;1;25;35;201109;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201108;351518;2011;"19245";251110;73202;3;9;44;21;22;0;9;1;2;0;1;25;35;201109;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201108;510340;2011;"19245";251110;74993;1;9;44;19;25;0;20;1;2;0;1;2;51;201109;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";5104;51017;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7490199;8;0;0;NA;NA
1;201110;330455;2011;"19245";251110;74209;7;9;44;19;33;0;66,33;1;1;0;1;2;33;201111;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7112000;2;0;0;NA;NA
1;201110;351518;2011;"19245";251110;73202;3;9;44;21;21;0;5,45;1;2;0;1;2;35;201112;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201110;351518;2011;"19245";251110;73202;3;9;44;21;22;0;9;1;2;0;1;25;35;201112;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201107;330455;2011;"19245";251110;74993;2;9;44;19;31;0;30;1;1;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201107;330455;2011;"19245";251110;74993;2;9;44;19;43;0;20;1;1;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201107;330455;2011;"19245";251110;74993;2;9;44;19;29;0;20;1;2;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201108;330455;2011;"19245";251110;74993;2;9;44;19;45;0;36;1;2;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201108;330455;2011;"19245";251110;74993;2;9;44;19;36;0;30;1;2;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
2;201108;330455;2011;"19245";251110;74993;2;9;44;19;43;0;20;-1;1;5;1;4;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201109;330455;2011;"19245";251110;74993;2;9;44;19;28;0;30;1;1;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201109;330455;2011;"19245";251110;74993;2;9;44;19;52;0;36;1;1;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201109;330455;2011;"19245";251110;74993;2;9;44;19;45;0;30;1;2;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201109;330455;2011;"19245";251110;74993;2;9;44;19;27;0;31;1;1;0;1;2;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
2;201110;330455;2011;"19245";251110;74993;2;9;44;19;29;0;20;-1;2;6;1;4;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
2;201110;330455;2011;"19245";251110;74993;2;9;44;19;36;0;30;-1;2;6;1;4;33;201201;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;9;0;0;NA;NA
1;201203;292530;2012;"19245";251110;91995;2;9;44;21;39;0;31,49;1;1;0;1;2;29;201204;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2907;29032;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";9430800;8;0;0;NA;NA
1;201203;353440;2012;"19245";251110;74993;9;9;44;19;41;0;75;1;1;0;1;2;35;201204;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3515;35057;"{ñ c";13;"{ñ c";99;1;99;"{ñ c";31;99;" 7";8299799;2;0;0;NA;NA
2;201204;351518;2012;"19245";251110;73202;4;9;44;21;33;0;28,5;-1;1;28;1;4;35;201205;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;9;0;0;NA;NA
1;201207;311750;2012;"19245";251110;73202;1;9;44;21;28;0;36;1;1;0;1;2;31;201208;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3107;31028;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;2;0;0;NA;NA
1;201207;311750;2012;"19245";251110;73202;1;9;44;21;33;0;36;1;2;0;1;2;31;201208;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3107;31028;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;2;0;0;NA;NA
1;201208;330455;2012;"19245";251110;92525;3;9;44;21;46;0;35;1;2;0;1;2;33;201209;"{ñ c";"{ñ c";"1000";"{ñ c";"{ñ c";3306;33018;"  07";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";9102301;2;0;0;NA;NA
1;201209;260960;2012;"19245";251110;45314;6;9;44;15;29;0;15;1;1;0;1;2;26;201212;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2605;26017;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 3";4221902;8;0;0;NA;NA
1;201211;130260;2012;"19245";251110;45217;5;9;44;15;29;0;45;1;1;0;1;2;13;201212;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";1303;13007;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";4120400;8;0;0;NA;NA
1;201211;311750;2012;"19245";251110;73202;1;9;44;21;22;0;16,3;1;1;0;1;2;31;201301;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3107;31028;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;2;0;0;NA;NA
2;201301;261160;2013;"19245";251110;74128;6;9;44;19;34;0;6,78;-1;2;6;1;6;26;201303;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2605;26017;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 3";6920601;8;0;0;NA;NA
1;201302;261160;2013;"19245";251110;74128;6;9;44;19;25;0;6,78;1;2;0;1;1;26;201303;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2605;26017;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 3";6920601;8;0;0;NA;NA
1;201303;351518;2013;"19245";251110;73202;3;9;44;21;25;0;20;1;1;0;1;25;35;201306;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201303;431560;2013;"19245";251110;73202;1;9;40;21;28;0;7;-1;2;13;1;4;43;201306;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4307;43035;"{ñ c";999;"  18";20;999;99;"{ñ c";999;99;"{ñ";7220700;2;0;0;NA;NA
1;201306;351518;2013;"19245";251110;73202;3;9;44;21;39;0;20;1;1;0;1;25;35;201307;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201306;351518;2013;"19245";251110;73202;3;9;44;21;20;0;9;1;1;0;1;25;35;201307;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201306;351518;2013;"19245";251110;73202;3;9;44;21;22;0;9;1;2;0;1;25;35;201307;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201306;351518;2013;"19245";251110;73202;3;9;44;21;25;0;12,5;1;1;0;1;25;35;201307;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201306;530010;2013;"19245";251110;51659;2;9;44;17;41;0;6,78;1;1;0;1;2;53;201307;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";5301;53001;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";4651601;8;0;0;NA;NA
1;201308;130260;2013;"19245";251110;74209;4;9;44;19;23;0;30;1;1;0;1;2;13;201309;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";1303;13007;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7112000;8;0;0;NA;NA
1;201308;130260;2013;"19245";251110;74209;4;9;44;19;29;0;30;1;1;0;1;2;13;201309;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";1303;13007;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7112000;8;0;0;NA;NA
1;201301;330455;2013;"19245";251110;74993;1;9;44;19;33;0;27;1;1;0;1;2;33;201310;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;8;0;0;NA;NA
1;201303;330455;2013;"19245";251110;74993;1;9;44;19;48;0;30;1;1;0;1;1;33;201310;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;8;0;0;NA;NA
1;201303;330455;2013;"19245";251110;74993;1;9;44;19;49;0;30;1;2;0;1;2;33;201310;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;8;0;0;NA;NA
1;201303;330455;2013;"19245";251110;74993;1;9;44;19;52;0;30;1;2;0;1;1;33;201310;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";7490199;8;0;0;NA;NA
1;201309;130260;2013;"19245";251110;74209;4;9;44;19;35;0;30;1;1;0;1;2;13;201310;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";1303;13007;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7112000;8;0;0;NA;NA
